apt_code,name,type,road_addr,local1,local2,local3,local4,gene_type,apt_gene,apt_const,apt_area,apt_parking,x,y,car_road,train_n,bus_n,admin,medical,culture,eschool_n,kinder_n,d_center_n,edu_n,bank,mart,convin,cluster
A10025263,고덕 그라시움 아파트,아파트,서울특별시 강동구 고덕로 333,서울,강동구,고덕동,,,4932,"대우건설, SK건설, 현대건설",367196.0,0.0,127.159176172,37.556179683,2.0,1.0,4.0,3.0,19.0,5.0,3.0,5.0,7.0,63.0,7.0,2.0,3.0,0
A10025259,석계역 한일노벨리아시티,도시형 생활주택(주상복합),서울특별시 성북구 화랑로 299,서울,성북구,장위동,,분양,299,한일개발,4466.0,287.0,127.060802769,37.613654778,2.0,1.0,14.0,7.0,14.0,1.0,3.0,5.0,11.0,22.0,5.0,4.0,4.0,0
A10025245,래미안퍼스트하이,아파트,서울특별시 성북구 한천로 713,서울,성북구,장위동,래미안장위퍼스트하이,,1562,삼성물산,114594.0,1911.0,127.050405109,37.620513385,3.0,0.0,5.0,7.0,10.0,1.0,6.0,4.0,24.0,23.0,1.0,1.0,1.0,6
A10025241,꿈의숲 해링턴 플레이스 아파트,아파트,서울특별시 강북구 오현로 45,서울,강북구,미아동,,,1028, 진흥기업(주),78321.0,1365.0,127.033597012,37.620054492,0.0,0.0,6.0,6.0,4.0,2.0,3.0,5.0,15.0,10.0,3.0,4.0,0.0,2
A10025227,동대문더퍼스트데시앙아파트,아파트,서울특별시 동대문구 장한로27가길 37,서울,동대문구,장안동,,,469,태영건설,37099.0,569.0,127.07036542,37.575066938,2.0,0.0,4.0,6.0,29.0,4.0,4.0,6.0,31.0,107.0,5.0,1.0,6.0,1
A10025223,충무로엘크루메트로시티2,도시형 생활주택(주상복합),서울특별시 중구 퇴계로49길 14,서울,중구,충무로5가,,분양,171,대우조선해양건설,4377.0,212.0,127.000022632,37.563390271,10.0,3.0,3.0,6.0,15.0,4.0,1.0,1.0,6.0,3.0,24.0,7.0,9.0,4
A10025203,디에이치 아너힐즈,아파트,서울특별시 강남구 삼성로 11,서울,강남구,개포동,생활지원센터,,1320,현대건설,104224.0,2103.0,127.066481237,37.485247196,1.0,1.0,6.0,2.0,7.0,3.0,5.0,3.0,7.0,33.0,2.0,0.0,2.0,2
A10025204,수서하니움,아파트,서울특별시 강남구 광평로60길 32,서울,강남구,수서동,,임대,73,선석건설(주) 외 1,2794.0,52.0,127.1047706,37.4869866,3.0,2.0,11.0,5.0,12.0,2.0,2.0,3.0,6.0,3.0,3.0,0.0,0.0,3
A10025192,나인원 한남,아파트,서울특별시 용산구 한남대로 91,서울,용산구,한남동,,분양,341,(주)롯데건설,78072.0,1594.0,127.003476,37.536438,8.0,1.0,6.0,4.0,10.0,3.0,2.0,1.0,4.0,5.0,12.0,1.0,2.0,3
A77777777,S-아파트,아파트,서울특별시 강남구 역삼동 테헤란로 13길 31-4,서울특별시,강남구,역삼동,하이퍼아파트,분양,350,하이퍼테크,8143.0,20.0,127.0566984,37.5743808,2.0,0.0,10.0,7.0,25.0,4.0,5.0,12.0,30.0,62.0,3.0,3.0,5.0,5
A10025193,항동 한양수자인 에듀힐즈,아파트,서울특별시 구로구 항동로 42,서울,구로구,항동,,분양,634,한양건설(주),54404.0,816.0,126.8232922,37.4772261,3.0,0.0,9.0,1.0,3.0,1.0,1.0,1.0,10.0,23.0,0.0,0.0,0.0,2
A10025185,잠실올림픽공원아이파크,아파트,서울특별시 송파구 올림픽로43길 34,서울,송파구,풍납동,,,697,현대산업개발,49378.0,941.0,127.1143162,37.5255442,3.0,0.0,6.0,3.0,23.0,1.0,3.0,4.0,12.0,13.0,5.0,0.0,0.0,2
A10025174,힐스테이트강동리버뷰,아파트,서울특별시 강동구 올림픽로91길 30,서울,강동구,암사동,,,460,현대엔지니어링,35514.0,587.0,127.1230267,37.5496106,4.0,1.0,0.0,6.0,15.0,2.0,2.0,2.0,20.0,22.0,3.0,2.0,7.0,0
A10025166,북한산 두산 위브,아파트,서울특별시 서대문구 홍은중앙로3길 9,서울,서대문구,홍은동,,,497,두산건설,35465.0,586.0,126.945723,37.598029,2.0,0.0,10.0,4.0,6.0,2.0,2.0,2.0,21.0,23.0,1.0,0.0,3.0,2
A10025159,한양수자인사가정파크아파트,아파트,서울특별시 중랑구 사가정로72길 26,서울,중랑구,면목동,,,497,(주)한양,35187.0,580.0,127.093493,37.579904,1.0,1.0,4.0,7.0,12.0,3.0,2.0,2.0,13.0,11.0,3.0,1.0,0.0,3
A10025137,신내글로리움아파트,아파트,서울특별시 중랑구 신내로 208,서울,중랑구,신내동,,임대,229,(주)옥토,9058.0,161.0,127.0935671,37.6169184,4.0,1.0,6.0,1.0,10.0,3.0,3.0,4.0,19.0,8.0,0.0,1.0,0.0,2
A10025133,노원 센트럴푸르지오,아파트,서울특별시 노원구 수락산로 12,서울,노원구,상계동,,,810,상계4구역주택재개발정비사업조합,52140.0,954.0,127.074769,37.665157,1.0,0.0,6.0,4.0,6.0,1.0,3.0,6.0,28.0,15.0,4.0,0.0,1.0,2
A10025130,DMC에코자이,아파트,서울특별시 서대문구 거북골로 84,서울,서대문구,남가좌동,,,1047,GS건설,70342.0,1353.0,126.918137,37.576911,3.0,0.0,4.0,5.0,16.0,4.0,2.0,6.0,38.0,49.0,6.0,2.0,5.0,6
A10025122,지밸리소홈,도시형 생활주택(주상복합),서울특별시 영등포구 도림천로19길 11,서울,영등포구,대림동,,분양,299,신세계건설,4814.0,,126.900207675003,37.486586968186,2.0,1.0,4.0,5.0,20.0,2.0,3.0,5.0,9.0,13.0,13.0,5.0,6.0,0
A10025115,항동중흥S클래스베르데카운티,아파트,서울특별시 구로구 연동로 233,서울,구로구,항동,,분양,419,중흥건설(주),38764.0,661.0,126.8226571,37.4817659,3.0,0.0,11.0,1.0,3.0,1.0,1.0,1.0,9.0,23.0,0.0,0.0,1.0,2
A10025116,e편한세상독산더타워아파트,아파트,서울특별시 금천구 범안로 1212,서울,금천구,독산동,,분양,432,대림산업,28706.0,449.0,126.896182,37.465826,5.0,0.0,5.0,4.0,14.0,3.0,2.0,3.0,18.0,16.0,9.0,3.0,6.0,3
A10025112,고덕롯데캐슬베네루체,아파트,서울특별시 강동구 상암로79길 88,서울,강동구,상일동,,,1859,롯데건설,148201.0,2392.0,127.167612,37.549416,1.0,0.0,6.0,2.0,4.0,6.0,4.0,5.0,20.0,16.0,2.0,0.0,3.0,2
A10025104,고덕센트럴 아이파크,아파트,서울특별시 강동구 고덕로80길 99,서울,강동구,상일동,,분양,1745,현대산업개발,131977.0,2550.0,127.1669237,37.5522344,1.0,0.0,6.0,3.0,4.0,5.0,4.0,5.0,21.0,15.0,3.0,0.0,1.0,2
A10025097,월계센트럴아이파크아파트,아파트,서울특별시 노원구 초안산로2라길 26,서울,노원구,월계동,,,859,현대산업개발,65606.0,1116.0,127.057208,37.630376,1.0,1.0,12.0,5.0,7.0,3.0,4.0,7.0,20.0,8.0,0.0,1.0,4.0,6
A10025092,e편한세상서울대입구아파트,아파트,서울특별시 관악구 청룡16길 43,서울,관악구,봉천동,,,1276,대림산업,102534.0,1520.0,126.943451,37.47799,2.0,0.0,4.0,7.0,13.0,3.0,2.0,3.0,22.0,16.0,6.0,3.0,8.0,0
A10025070,보라매 sk뷰,아파트,서울특별시 영등포구 여의대방로35가길 19,서울,영등포구,신길동,,,1546,sk건설,113845.0,1868.0,126.9151097,37.5011629,1.0,2.0,9.0,10.0,11.0,3.0,4.0,9.0,29.0,41.0,4.0,1.0,4.0,5
A10025034,오목교벽산블루밍아파트,아파트,서울특별시 영등포구 선유서로21길 30,서울,영등포구,양평동2가,,,114,,7550.0,115.0,126.882137,37.523073,4.0,1.0,4.0,1.0,4.0,1.0,2.0,4.0,16.0,16.0,2.0,3.0,5.0,3
A10025024,신길센트럴자이,아파트,서울특별시 영등포구 신길로29길 17,서울,영등포구,신길동,,,1008,GS건설,67597.0,1242.0,126.907757,37.503061,1.0,1.0,1.0,8.0,14.0,3.0,4.0,12.0,25.0,23.0,4.0,1.0,3.0,5
A10025015,휘경 해모로 프레스티지 아파트,아파트,서울특별시 동대문구 외대역동로1길 60-3,서울,동대문구,휘경동,,,299,한진중공업(주),20027.0,299.0,127.062659,37.591618,0.0,3.0,4.0,5.0,21.0,3.0,3.0,6.0,21.0,25.0,5.0,3.0,3.0,0
A10025018,응암SH빌아파트,아파트,서울특별시 은평구 백련산로 146-30,서울,은평구,응암동,,임대,136,동산건설,4113.0,97.0,126.9266196,37.5980126,1.0,0.0,5.0,4.0,12.0,2.0,2.0,4.0,21.0,23.0,7.0,5.0,0.0,2
A10025013,사당롯데캐슬골든포레,아파트,서울특별시 동작구 사당로 90,서울,동작구,사당동,,분양,959,롯데건설,69431.0,1205.0,126.962381,37.492635,3.0,0.0,2.0,6.0,3.0,3.0,2.0,8.0,32.0,14.0,1.0,0.0,0.0,6
A10025010,고덕 아르테온 아파트,아파트,서울특별시 강동구 고덕로 360,서울,강동구,상일동,,,4066,현대건설.대림산업,320038.0,6405.0,127.1685346,37.5550952,2.0,1.0,5.0,3.0,13.0,4.0,4.0,6.0,35.0,31.0,3.0,0.0,1.0,6
A10025003,마포그랑자이아파트,아파트,서울특별시 마포구 대흥로 175,서울,마포구,대흥동,,,1248,GS건설,87305.0,1437.0,126.94451,37.55557,3.0,1.0,16.0,6.0,20.0,3.0,6.0,6.0,12.0,29.0,5.0,1.0,8.0,1
A10024974,신촌숲 아이파크 아파트,아파트,서울특별시 마포구 광성로 17,서울,마포구,신수동,,,1015,현대산업개발,79271.0,1338.0,126.934264,37.551036,4.0,2.0,14.0,8.0,18.0,1.0,4.0,3.0,12.0,32.0,11.0,4.0,6.0,4
A10024947,백련산 해모로 아파트,아파트,서울특별시 은평구 응암로30길 15,서울,은평구,응암동,,,760,한진중공업(주),50180.0,930.0,126.92186,37.596311,1.0,0.0,9.0,7.0,22.0,3.0,2.0,6.0,26.0,34.0,5.0,4.0,1.0,6
A10024938,래미안루센티아 아파트,아파트,서울특별시 서대문구 거북골로 100,서울,서대문구,남가좌동,,,997,삼성물산(주),72643.0,1276.0,126.9162819,37.5755277,3.0,0.0,9.0,5.0,10.0,3.0,3.0,5.0,37.0,41.0,9.0,2.0,4.0,6
A10024932,e편한세상 강동에코포레 아파트,아파트,서울특별시 강동구 천중로 253,서울,강동구,길동,,,366,고려개발(주),24544.0,482.0,127.148197,37.541198,0.0,0.0,6.0,5.0,6.0,6.0,2.0,5.0,20.0,31.0,5.0,1.0,0.0,2
A10024927,구로항동제일풍경채포레스트,아파트,서울특별시 구로구 부광로 96-16,서울,구로구,항동,,분양,345,제일건설(주),30060.0,453.0,126.8158201,37.4759387,1.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,2.0,2
A10024925,문래롯데캐슬아파트,아파트,서울특별시 영등포구 선유로9길 30,서울,영등포구,문래동6가,,임대,499,롯데건설(주),28228.0,,126.884865636756,37.518402286084,3.0,1.0,8.0,1.0,8.0,2.0,3.0,2.0,22.0,19.0,4.0,2.0,6.0,3
A10024913,반포센트럴자이아파트,아파트,서울특별시 서초구 반포대로 310-6,서울,서초구,잠원동,,,757,GS건설,67193.0,1202.0,127.001701,37.507069,6.0,2.0,8.0,3.0,12.0,0.0,3.0,3.0,11.0,78.0,14.0,5.0,1.0,3
A10024894,이편한세상서울대입구2차(5단지),아파트,서울특별시 관악구 참숯1길 19,서울,관악구,봉천동,,,519,삼호건설,38983.0,770.0,126.942051,37.478089,2.0,1.0,4.0,8.0,12.0,2.0,1.0,2.0,23.0,17.0,4.0,3.0,7.0,0
A10024891,서교동 효성해링턴타워 ,아파트,서울특별시 마포구 양화로 72,서울,마포구,서교동,,임대,913,효성중공업,27202.0,580.0,126.9167103,37.5507398,3.0,2.0,7.0,4.0,20.0,3.0,1.0,3.0,9.0,41.0,15.0,5.0,10.0,4
A10024886,용답동힐데스하임 청년주택,도시형 생활주택(주상복합),서울특별시 성동구 천호대로 416,서울,성동구,용답동,,임대,170,원건설,4898.0,,127.065100778662,37.5609927038052,3.0,1.0,6.0,8.0,14.0,3.0,1.0,2.0,7.0,4.0,8.0,0.0,10.0,4
A10024872,목동 센트럴 아이파크위브 아파트,아파트,서울특별시 양천구 남부순환로83길 18,서울,양천구,신월동,,,3045,"HDC현대산업개발, 두산건설(주)",208642.0,3476.0,126.843516,37.516804,3.0,0.0,3.0,8.0,12.0,4.0,4.0,6.0,30.0,21.0,4.0,1.0,3.0,6
A10024849,구로항동우남퍼스트빌,아파트,서울특별시 구로구 항동로 8,서울,구로구,항동,,분양,337,우남건설,30018.0,500.0,126.820681,37.4773,2.0,0.0,5.0,1.0,2.0,1.0,1.0,1.0,11.0,13.0,0.0,0.0,0.0,2
A10024831,녹번역e편한세상캐슬,아파트,서울특별시 은평구 은평로 220,서울,은평구,응암동,,,2569,"대림산업, 롯데건설",170569.0,2974.0,126.932044,37.599269,1.0,1.0,3.0,4.0,11.0,1.0,1.0,4.0,21.0,27.0,7.0,2.0,4.0,3
A10024827,쌍문e-편한세상아파트,아파트,서울특별시 도봉구 노해로41가길 16,서울,도봉구,쌍문동,,분양,141,,12288.0,168.0,127.027137,37.649907,1.0,0.0,16.0,5.0,5.0,6.0,4.0,6.0,18.0,18.0,3.0,2.0,3.0,6
A10024822,송학휴스테이아파트,아파트,서울특별시 도봉구 도당로15길 36,서울,도봉구,방학동,,분양,134,(주)에스에이치건설,6753.0,101.0,127.036102,37.667052,0.0,0.0,10.0,6.0,10.0,2.0,3.0,3.0,21.0,10.0,5.0,1.0,6.0,2
A10024828,DMC롯데캐슬더퍼스트,아파트,서울특별시 은평구 수색로 300,서울,은평구,수색동,,,1192,롯데건설,84057.0,1387.0,126.891951,37.584794,2.0,0.0,3.0,4.0,4.0,4.0,1.0,2.0,9.0,2.0,7.0,2.0,1.0,2
A10024823,목동금호타운아파트,아파트,서울특별시 양천구 목동중앙남로3길 11,서울,양천구,목동,,분양,103,,7560.0,88.0,126.867077,37.535931,2.0,0.0,0.0,7.0,20.0,3.0,2.0,6.0,35.0,74.0,4.0,2.0,6.0,1
A10024829,대림 우성2차,아파트,서울특별시 영등포구 도림로47길 1,서울,영등포구,대림동,,분양,120,우성건설(주),9589.0,91.0,126.89981,37.495928,2.0,1.0,9.0,6.0,25.0,1.0,5.0,6.0,23.0,15.0,5.0,2.0,3.0,1
A10024820,현대까르띠에710아파트,아파트,서울특별시 강남구 언주로86길 12,서울,강남구,역삼동,,분양,137,,22011.0,340.0,127.044591,37.50172,3.0,1.0,7.0,2.0,25.0,2.0,1.0,1.0,7.0,33.0,24.0,2.0,6.0,4
A10024819,삼성동한일아파트,아파트,서울특별시 강남구 봉은사로73길 23,서울,강남구,삼성동,,분양,127,,9123.0,137.0,127.049817,37.514107,3.0,1.0,2.0,3.0,11.0,3.0,1.0,2.0,18.0,41.0,14.0,5.0,3.0,3
A10024821,대치롯데캐슬아파트,,서울특별시 강남구 삼성로85길 11,서울,강남구,대치동,,분양,142,,15531.0,227.0,127.056706,37.505115,2.0,0.0,8.0,4.0,22.0,4.0,2.0,2.0,9.0,244.0,32.0,6.0,6.0,4
A10024811,남해오네뜨아파트,아파트,서울특별시 동작구 사당로2가길 173,서울,동작구,사당동,,분양,131,남해건설,9822.0,137.0,126.965263,37.48705,2.0,0.0,9.0,9.0,5.0,3.0,3.0,9.0,27.0,20.0,0.0,2.0,4.0,5
A10024812,월계우남아파트,아파트,서울특별시 노원구 화랑로 355,서울,노원구,월계동,,분양,138,우남건설,11693.0,163.0,127.06754,37.61582,3.0,2.0,14.0,8.0,11.0,1.0,2.0,4.0,24.0,24.0,1.0,3.0,1.0,0
A10024813,롯데캐슬노블,,서울특별시 강남구 도곡로13길 19,서울,강남구,역삼동,,분양,117,롯데건설,20123.0,117.0,127.035424,37.492491,3.0,0.0,3.0,6.0,10.0,1.0,2.0,3.0,9.0,44.0,20.0,0.0,10.0,3
A10024815,롯데캐슬리베아파트,아파트,서울특별시 강남구 도곡로 404,서울,강남구,대치동,,분양,144,,17437.0,270.0,127.053809,37.496298,2.0,1.0,8.0,4.0,25.0,2.0,3.0,4.0,18.0,363.0,13.0,3.0,2.0,0
A10024814,로데오현대아파트,아파트,서울특별시 강남구 압구정로50길 28,서울,강남구,신사동,,분양,139,고려산업개발(주),10759.0,156.0,127.0373,37.52667,2.0,1.0,2.0,3.0,25.0,3.0,1.0,1.0,3.0,61.0,23.0,5.0,8.0,4
A10024801,황학코아루,,서울특별시 중구 난계로11길 30,서울,중구,황학동,,분양,112,우남건설,10404.0,132.0,127.022403,37.566612,5.0,1.0,8.0,11.0,33.0,5.0,4.0,4.0,26.0,34.0,11.0,9.0,8.0,4
A10024799,대치1차현대아파트,아파트,서울특별시 강남구 영동대로57길 28,서울,강남구,대치동,,분양,120,현대산업개발,10122.0,93.0,127.0651317,37.4997456,4.0,0.0,2.0,3.0,11.0,2.0,2.0,3.0,12.0,325.0,12.0,1.0,4.0,3
A10024798,상일우성타운,연립주택,서울특별시 강동구 상암로 331,서울,강동구,상일동,,분양,105,,13891.0,160.0,127.159188,37.546536,1.0,0.0,2.0,2.0,1.0,6.0,1.0,3.0,3.0,15.0,1.0,0.0,0.0,2
A10024789,당산센트럴아이파크,아파트,서울특별시 영등포구 영신로 247,서울,영등포구,당산동5가,,,802,현대산업개발,60806.0,1121.0,126.9027572,37.5299889,5.0,1.0,6.0,3.0,20.0,4.0,3.0,7.0,30.0,54.0,7.0,2.0,7.0,1
A10024793,매봉삼성아파트,아파트,서울특별시 강남구 언주로 203,서울,강남구,도곡동,,분양,132,삼성중공업,9523.0,94.0,127.04872,37.489193,3.0,1.0,3.0,6.0,9.0,1.0,1.0,4.0,0.0,11.0,15.0,1.0,3.0,3
A10024787,이편한세상 송파파크센트럴,아파트,서울특별시 송파구 오금로 551,서울,송파구,거여동,,,1199,대림산업(주),88022.0,1450.0,127.150756,37.493915,0.0,1.0,8.0,7.0,21.0,3.0,3.0,6.0,29.0,18.0,4.0,1.0,4.0,1
A10024780,금강주택,연립주택,서울특별시 종로구 평창12길 8-22,서울,종로구,평창동,,분양,168,,14272.0,120.0,126.9689263,37.6082039,3.0,0.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0,15.0,2.0,0.0,1.0,2
A10024777,상도동 롯데캐슬 비엔,,서울특별시 동작구 양녕로 170,서울,동작구,상도동,,분양,141,롯데건설,12831.0,192.0,126.943431,37.496497,1.0,0.0,14.0,5.0,5.0,2.0,2.0,5.0,15.0,14.0,0.0,0.0,4.0,2
A10024770,상계 대창센시티,아파트,서울특별시 노원구 수락산로 246,서울,노원구,상계동,,분양,117,,9922.0,133.0,127.051265,37.6714122,2.0,0.0,6.0,4.0,7.0,0.0,4.0,10.0,36.0,27.0,5.0,2.0,2.0,6
A10024778,상계중앙하이츠아파트,,서울특별시 노원구 동일로231길 72,서울,노원구,상계동,,분양,142,중앙건설(주),10285.0,124.0,127.051626,37.6722176,2.0,0.0,6.0,6.0,10.0,1.0,3.0,8.0,38.0,25.0,6.0,1.0,3.0,6
A10024774,해주드림빌아파트,아파트,서울특별시 은평구 응암로 366,서울,은평구,녹번동,,분양,111,해주개발주식회사,9295.0,,126.92309,37.60383,1.0,1.0,7.0,4.0,26.0,5.0,1.0,6.0,30.0,25.0,8.0,6.0,4.0,0
A10024768,아임2030(청년주택),도시형 생활주택(주상복합),서울특별시 강서구 공항대로59가길 14,서울,강서구,등촌동,,임대,285,(주)대명이십일,4323.0,106.0,126.8646206,37.5516066,1.0,1.0,2.0,6.0,21.0,5.0,5.0,8.0,19.0,55.0,8.0,0.0,5.0,1
A10024756,순화동포스코더샵,아파트,서울특별시 중구 칠패로 27,서울,중구,순화동,,분양,137,,10628.0,194.0,126.971987,37.559937,10.0,2.0,13.0,4.0,17.0,9.0,2.0,2.0,4.0,4.0,33.0,6.0,7.0,4
A10024752,신한토탈아파트,,서울특별시 동작구 등용로14길 34,서울,동작구,대방동,,분양,134,(주) 신한건설,9704.0,129.0,126.93323,37.51196,4.0,0.0,9.0,6.0,9.0,4.0,3.0,3.0,10.0,10.0,4.0,4.0,7.0,0
A10024751,광장자이아파트,,서울특별시 광진구 광나루로 595,서울,광진구,광장동,,분양,122,GS건설,18141.0,281.0,127.095002,37.542673,4.0,0.0,8.0,5.0,12.0,2.0,4.0,6.0,24.0,144.0,6.0,1.0,1.0,6
A10024749,신림2차금호타운,아파트,서울특별시 관악구 신림로3가길 7,서울,관악구,신림동,,분양,126,금호건설,9681.0,126.0,126.944463,37.468169,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,0.0,0.0,2
A10024741,사가정 센트럴 아이파크 아파트,아파트,서울특별시 중랑구 동일로92길 40,서울,중랑구,면목동,,,1505,현대산업개발,120894.0,2076.0,127.081924,37.582679,1.0,0.0,8.0,10.0,8.0,5.0,3.0,5.0,13.0,17.0,5.0,2.0,6.0,1
A10024745,개봉역 센트레빌레우스,아파트,서울특별시 구로구 경인로 302,서울,구로구,개봉동,,임대,1089,"범양건영, 동부건설",85541.0,,126.855990711712,37.4956939531171,5.0,1.0,14.0,7.0,18.0,4.0,2.0,5.0,28.0,24.0,9.0,2.0,5.0,0
A10024733,현진에버빌아파트,아파트,서울특별시 동작구 신대방1나길 45,서울,동작구,신대방동,,분양,135,(주)현진종합건설,9972.0,135.0,126.907035,37.485921,3.0,1.0,7.0,4.0,13.0,4.0,4.0,6.0,12.0,9.0,9.0,4.0,6.0,0
A10024725,e편한세상 영등포 아델포레,아파트,서울특별시 영등포구 신길로 29,서울,영등포구,대림동,,,859,대림산업(주),64487.0,1076.0,126.906944,37.494512,1.0,0.0,9.0,8.0,28.0,1.0,4.0,9.0,35.0,19.0,4.0,2.0,6.0,5
A10024719,힐스테이트신촌,아파트,서울특별시 서대문구 이화여대8길 123,서울,서대문구,북아현동,,,1226,현대건설주식회사,84234.0,1387.0,126.951063,37.562291,7.0,0.0,5.0,5.0,3.0,4.0,4.0,3.0,20.0,8.0,6.0,0.0,2.0,2
A10024703,면목 라온 프라이빗 아파트,아파트,서울특별시 중랑구 동일로91길 23,서울,중랑구,면목동,,,453,라온건설(주),33165.0,557.0,127.078897,37.58231,1.0,0.0,5.0,10.0,3.0,5.0,2.0,5.0,14.0,3.0,1.0,2.0,2.0,6
A10024702,장위우방아파트,아파트,서울특별시 성북구 화랑로 235,서울,성북구,장위동,,분양,147,(주)우방,11360.0,169.0,127.054781,37.610125,2.0,1.0,8.0,8.0,12.0,2.0,3.0,5.0,19.0,14.0,4.0,5.0,5.0,1
A10024691,용산센트럴파크,아파트,서울특별시 용산구 서빙고로 17,서울,용산구,한강로3가,,,1140,효성,113864.0,2005.0,126.967663,37.526093,3.0,3.0,4.0,4.0,19.0,1.0,1.0,1.0,9.0,5.0,14.0,3.0,1.0,3
A10024669,동익빌라,연립주택,서울특별시 종로구 홍지문길 64,서울,종로구,구기동,,분양,123,,13112.0,168.0,126.958162,37.604131,3.0,0.0,11.0,3.0,3.0,1.0,2.0,2.0,3.0,12.0,1.0,0.0,1.0,2
A10024667,구의세양아파트 ,아파트,서울특별시 광진구 구의강변로 84,서울,광진구,구의동,,분양,130,(주)세양건설,10962.0,146.0,127.094011,37.537557,4.0,1.0,18.0,3.0,17.0,2.0,3.0,5.0,24.0,94.0,3.0,1.0,4.0,6
A10024666,서희스타힐스,,서울특별시 관악구 청림3길 10,서울,관악구,봉천동,,분양,142,주식회사 서희건설,10083.0,189.0,126.959534,37.488633,1.0,0.0,2.0,8.0,10.0,4.0,3.0,12.0,53.0,43.0,1.0,1.0,2.0,5
A10024638,관악월드메르디앙아파트,아파트,서울특별시 관악구 관악로28길 80,서울,관악구,봉천동,,분양,118,월드건설(주),9729.0,130.0,126.959046,37.483625,1.0,0.0,1.0,8.0,16.0,2.0,5.0,10.0,29.0,46.0,4.0,2.0,2.0,5
A10024640,청담2차e편한세상아파트,아파트,서울특별시 강남구 도산대로70길 25,서울,강남구,청담동,,분양,142,대림산업,14421.0,217.0,127.045392,37.521414,4.0,0.0,0.0,4.0,22.0,3.0,2.0,3.0,8.0,39.0,18.0,4.0,6.0,3
A10024636,세양청마루,아파트,서울특별시 노원구 석계로13길 35,서울,노원구,월계동,,분양,115,세양건설,9500.0,115.0,127.060832,37.620752,2.0,2.0,7.0,10.0,8.0,2.0,3.0,4.0,37.0,19.0,2.0,1.0,3.0,1
A10024634,신림서초아파트,아파트,서울특별시 관악구 호암로16길 5,서울,관악구,신림동,,분양,109,,8252.0,109.0,126.93199,37.463651,2.0,0.0,4.0,3.0,3.0,1.0,2.0,2.0,7.0,8.0,0.0,0.0,0.0,2
A10024626,공덕SK리더스뷰 2단지,아파트,서울특별시 마포구 백범로31길 8,서울,마포구,공덕동,,,166,SK건설,8731.0,158.0,126.9492355,37.5451058,1.0,4.0,12.0,7.0,32.0,3.0,4.0,8.0,17.0,59.0,20.0,5.0,7.0,4
A10024621,태흥아파트,아파트,서울특별시 관악구 호암로 541,서울,관악구,신림동,,분양,127,,8027.0,82.0,126.93104,37.46601,2.0,0.0,8.0,4.0,3.0,2.0,2.0,2.0,9.0,9.0,1.0,0.0,5.0,2
A10024620,인왕산어울림 아파트,,,서울,서대문구,홍제동,,분양,123,금호건설,15679.0,243.0,126.95112,37.583841,4.0,1.0,7.0,2.0,8.0,4.0,2.0,4.0,15.0,18.0,1.0,0.0,0.0,2
A10024615,힐스테이트클래시안아파트,아파트,서울특별시 영등포구 신길로28길 9,서울,영등포구,신길동,,,1476,현대건설,95367.0,1777.0,126.912117,37.503998,1.0,1.0,9.0,8.0,12.0,4.0,5.0,8.0,29.0,22.0,3.0,2.0,2.0,5
A10024603,종암sh빌아파트,아파트,서울특별시 성북구 종암로9길 71,서울,성북구,종암동,,임대,104,,3155.0,76.0,127.0301269,37.5973644,2.0,0.0,15.0,6.0,11.0,3.0,3.0,8.0,23.0,18.0,2.0,6.0,5.0,1
A10024581,DMC문영퀸즈파크,아파트,서울특별시 은평구 증산로13길 44-5,서울,은평구,증산동,,분양,119,문영건설,10110.0,143.0,126.907735,37.587619,2.0,1.0,0.0,7.0,5.0,3.0,3.0,4.0,24.0,18.0,1.0,2.0,2.0,2
A10024574,서초센트럴아이파크,주상복합,서울특별시 서초구 반포대로18길 36,서울,서초구,서초동,,분양,318,현대산업개발,25608.0,365.0,127.0091283,37.4871871,6.0,0.0,7.0,3.0,14.0,1.0,1.0,0.0,7.0,34.0,24.0,0.0,11.0,4
A10024577,위례포레샤인18단지,아파트,서울특별시 송파구 위례북로4길 12,서울,송파구,거여동,,임대,685,대명건설,53534.0,863.0,127.1522144,37.486816,0.0,0.0,3.0,3.0,0.0,2.0,2.0,4.0,3.0,2.0,0.0,0.0,1.0,2
A10024567,포레나영등포센트럴아파트,주상복합,서울특별시 영등포구 국회대로50길 20,서울,영등포구,영등포동7가,,분양,185,(주)한화건설,13640.0,326.0,126.905671,37.523206,4.0,1.0,7.0,5.0,25.0,3.0,2.0,4.0,13.0,11.0,12.0,5.0,8.0,0
A10024564,개포래미안포레스트,아파트,서울특별시 강남구 개포로 264,서울,강남구,개포동,,,2296,삼성물산(주),178215.0,3961.0,127.054031,37.47848,1.0,0.0,6.0,5.0,3.0,3.0,3.0,3.0,18.0,28.0,5.0,0.0,0.0,2
A10024562,고덕센트럴푸르지오,주상복합,서울특별시 강동구 고덕로 399,서울,강동구,고덕동,,,656,(주)대우건설,36076.0,656.0,127.17017,37.557703,2.0,2.0,9.0,4.0,9.0,3.0,4.0,4.0,35.0,23.0,2.0,0.0,1.0,6
